"","1.1","1.2","1.3","1.4","2.1","2.2","2.3","2.4","3.1","3.2","3.3","3.4","4.1","4.2","4.3","4.4","5.1","5.2","5.3","5.4","6.1","6.2","6.3","6.4","7.1","7.2","7.3","7.4","8.1","8.2","8.3","8.4","9.1","9.2","9.3","9.4","10.1","10.2","10.3","10.4","11.1","11.2","11.3","11.4","12.1","12.2","12.3","12.4"
"Hooded Merganser",0.0666666666666667,0.0344827586206897,0.108695652173913,0.117647058823529,0.0952380952380952,0.115384615384615,0.0967741935483871,0.147058823529412,0.0769230769230769,0.0975609756097561,0.0666666666666667,0.0169491525423729,0.0222222222222222,0.0263157894736842,0.0294117647058824,0,0,0.02,0.0192307692307692,0.00806451612903226,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0015,0,0,0,0.0588235294117647,0.142857142857143,0.130434782608696,0.148148148148148,0.0212765957446809
"Common Merganser",0.0333333333333333,0.0015,0.0434782608695652,0.0588235294117647,0,0.0384615384615385,0,0.0588235294117647,0.0384615384615385,0.024390243902439,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0015,0,0,0.0869565217391304,0,0
"Red-breasted Merganser",0.0015,0.0344827586206897,0.0434782608695652,0.0588235294117647,0,0.0769230769230769,0,0,0.115384615384615,0.0731707317073171,0,0.0338983050847458,0,0.0263157894736842,0,0.0181818181818182,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0857142857142857,0,0,0.0212765957446809
"Ruddy Duck",0.0333333333333333,0.0344827586206897,0.0217391304347826,0.0588235294117647,0,0,0.032258064516129,0.117647058823529,0.192307692307692,0.0487804878048781,0.0333333333333333,0.0677966101694915,0.0222222222222222,0.0526315789473684,0.0588235294117647,0,0,0,0.0192307692307692,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0294117647058824,0.1,0.0769230769230769,0.0833333333333333,0.0588235294117647,0.0571428571428571,0.217391304347826,0.037037037037037,0.0638297872340425
"duck sp.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.037037037037037,0
"Scaled Quail",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.015625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Northern Bobwhite",0.0015,0,0,0.0294117647058824,0,0,0.0645161290322581,0,0,0,0.0333333333333333,0,0.0015,0,0.0588235294117647,0.0545454545454545,0.03125,0,0.0576923076923077,0.032258064516129,0.0196078431372549,0.027027027027027,0.280898876404494,0.0227272727272727,0.0476190476190476,0.0277777777777778,0.0555555555555556,0.0465116279069767,0.0869565217391304,0.05,0.0714285714285714,0.0869565217391304,0,0,0,0.0909090909090909,0,0,0.0333333333333333,0,0,0,0,0,0,0.0434782608695652,0,0
"Ring-necked Pheasant",0,0,0,0,0,0,0.032258064516129,0,0,0,0.0333333333333333,0,0,0.0526315789473684,0,0,0.015625,0,0,0.0015,0,0,0.0112359550561798,0,0.0238095238095238,0.0277777777777778,0,0,0,0,0,0,0,0,0.0384615384615385,0,0,0,0,0,0,0,0.0015,0,0,0.0434782608695652,0,0
"Greater Prairie-Chicken",0,0,0,0,0,0,0,0,0.0015,0,0,0.0169491525423729,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0015,0,0,0,0,0
"Lesser Prairie-Chicken",0,0,0,0,0,0,0,0,0,0,0,0.0169491525423729,0.0444444444444444,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Wild Turkey",0,0.0344827586206897,0.0652173913043478,0.0294117647058824,0,0.0384615384615385,0.032258064516129,0.0588235294117647,0,0.0015,0,0.0338983050847458,0.0444444444444444,0.0526315789473684,0.0882352941176471,0.0545454545454545,0.046875,0.12,0.0769230769230769,0.0403225806451613,0.0015,0,0.0112359550561798,0.0681818181818182,0.0238095238095238,0.0833333333333333,0.0277777777777778,0.0465116279069767,0.0434782608695652,0.05,0,0,0.0714285714285714,0.178571428571429,0.192307692307692,0.0909090909090909,0,0.25,0.0666666666666667,0,0.1,0.0769230769230769,0,0.0588235294117647,0,0.130434782608696,0,0
"Pacific Loon",0,0,0,0,0,0,0,0.0294117647058824,0,0.024390243902439,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Common Loon",0.0333333333333333,0,0.0434782608695652,0.0588235294117647,0,0.0769230769230769,0.0645161290322581,0.0882352941176471,0.0769230769230769,0.0731707317073171,0,0.0169491525423729,0,0.0526315789473684,0,0.0181818181818182,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0571428571428571,0.0434782608695652,0,0
"Yellow-billed Loon",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0212765957446809
"Pied-billed Grebe",0.133333333333333,0.103448275862069,0.130434782608696,0.147058823529412,0.142857142857143,0.115384615384615,0.0645161290322581,0.176470588235294,0.307692307692308,0.195121951219512,0.166666666666667,0.152542372881356,0.0444444444444444,0.263157894736842,0.117647058823529,0.109090909090909,0.03125,0.04,0.0576923076923077,0.0241935483870968,0.0196078431372549,0.0810810810810811,0.0112359550561798,0.0454545454545455,0.0238095238095238,0.0277777777777778,0.0555555555555556,0.0232558139534884,0.0869565217391304,0.1,0.214285714285714,0.130434782608696,0.0357142857142857,0.0357142857142857,0.0769230769230769,0.272727272727273,0.181818181818182,0.25,0.0333333333333333,0.205882352941176,0.2,0.153846153846154,0.25,0.117647058823529,0.2,0.217391304347826,0.037037037037037,0.148936170212766
"Horned Grebe",0.0015,0,0.0434782608695652,0.0015,0,0,0,0.0588235294117647,0.0769230769230769,0.0731707317073171,0.0333333333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0909090909090909,0,0,0,0,0.1,0.0769230769230769,0,0,0.114285714285714,0,0.037037037037037,0.0212765957446809
"Eared Grebe",0,0,0,0,0,0,0,0,0,0,0,0.0169491525423729,0,0,0.0294117647058824,0.0181818181818182,0,0.0015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0285714285714286,0,0,0
"Western Grebe",0,0,0,0,0,0,0,0,0,0.0487804878048781,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0434782608695652,0,0
"Wood Stork",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0454545454545455,0,0,0,0.0232558139534884,0.0434782608695652,0.05,0.0714285714285714,0.130434782608696,0.0357142857142857,0.0714285714285714,0.0384615384615385,0,0,0,0,0,0,0,0,0,0,0,0,0
"Magnificent Frigatebird",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0357142857142857,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Neotropic Cormorant",0,0,0,0,0,0,0,0,0,0,0,0,0,0.0015,0.0015,0.0015,0.015625,0.02,0.0192307692307692,0.0241935483870968,0.0196078431372549,0,0.0112359550561798,0.0454545454545455,0,0.0277777777777778,0.0277777777777778,0.0015,0.0434782608695652,0.05,0.0714285714285714,0.130434782608696,0.0357142857142857,0.0714285714285714,0.0384615384615385,0.0909090909090909,0.0909090909090909,0.125,0,0.0882352941176471,0.1,0,0,0,0,0,0,0
"Double-crested Cormorant",0.0666666666666667,0.103448275862069,0.152173913043478,0.147058823529412,0.142857142857143,0.115384615384615,0.129032258064516,0.294117647058824,0.192307692307692,0.170731707317073,0.3,0.254237288135593,0.155555555555556,0.184210526315789,0.235294117647059,0.236363636363636,0.0625,0.06,0.0769230769230769,0.0161290322580645,0.0588235294117647,0.0810810810810811,0.0224719101123595,0.0454545454545455,0.0476190476190476,0.0833333333333333,0.0833333333333333,0.0465116279069767,0.0434782608695652,0.05,0.214285714285714,0.130434782608696,0.0357142857142857,0.142857142857143,0.153846153846154,0.272727272727273,0.454545454545455,0.375,0.0333333333333333,0.264705882352941,0.3,0.153846153846154,0.416666666666667,0.235294117647059,0.257142857142857,0.217391304347826,0.111111111111111,0.127659574468085
"Anhinga",0,0,0.0217391304347826,0,0,0,0,0,0,0,0.0333333333333333,0.0169491525423729,0.0222222222222222,0.0263157894736842,0.0294117647058824,0.0181818181818182,0.015625,0.02,0.0192307692307692,0.0241935483870968,0.0196078431372549,0.027027027027027,0.0112359550561798,0.0454545454545455,0.0238095238095238,0.0277777777777778,0.0277777777777778,0.0232558139534884,0.0434782608695652,0.05,0.0714285714285714,0.130434782608696,0.0357142857142857,0.0714285714285714,0.0384615384615385,0.0909090909090909,0.0909090909090909,0.125,0,0,0.1,0,0,0,0,0,0,0
"American White Pelican",0.0666666666666667,0.0344827586206897,0.0434782608695652,0.0588235294117647,0.0952380952380952,0.115384615384615,0.032258064516129,0.205882352941176,0.153846153846154,0.0975609756097561,0.133333333333333,0.101694915254237,0.0444444444444444,0.131578947368421,0.117647058823529,0.0727272727272727,0.03125,0.04,0.0384615384615385,0.0161290322580645,0,0.027027027027027,0,0.0681818181818182,0,0.0277777777777778,0.0833333333333333,0,0.0869565217391304,0,0,0.0434782608695652,0.0714285714285714,0.25,0.153846153846154,0.0909090909090909,0.272727272727273,0.125,0.0333333333333333,0.176470588235294,0.1,0.0769230769230769,0.25,0.176470588235294,0.0285714285714286,0.173913043478261,0.037037037037037,0.0638297872340425
"American Bittern",0,0,0,0,0,0,0,0,0,0,0.0333333333333333,0.0169491525423729,0.0222222222222222,0.0263157894736842,0.0294117647058824,0.0909090909090909,0.015625,0.02,0.0192307692307692,0.0161290322580645,0.0196078431372549,0.027027027027027,0.0112359550561798,0.0454545454545455,0.0238095238095238,0.0277777777777778,0.0277777777777778,0,0.0434782608695652,0,0,0,0.0714285714285714,0.0015,0,0,0,0.0015,0.0015,0.0015,0.1,0.0015,0,0.0588235294117647,0.0285714285714286,0,0.037037037037037,0
"Least Bittern",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0294117647058824,0.0181818181818182,0,0.02,0.0192307692307692,0.0241935483870968,0.0196078431372549,0.027027027027027,0.0112359550561798,0.0454545454545455,0.0238095238095238,0.0277777777777778,0.0277777777777778,0.0930232558139535,0.0434782608695652,0.05,0.0714285714285714,0.130434782608696,0.0357142857142857,0.0357142857142857,0.0384615384615385,0.0909090909090909,0,0,0,0,0,0,0,0,0,0,0,0
"Great Blue Heron",0.2,0.172413793103448,0.304347826086957,0.147058823529412,0.19047619047619,0.269230769230769,0.32258064516129,0.352941176470588,0.346153846153846,0.24390243902439,0.333333333333333,0.271186440677966,0.111111111111111,0.342105263157895,0.205882352941176,0.236363636363636,0.25,0.08,0.211538461538462,0.0887096774193548,0.0980392156862745,0.162162162162162,0.101123595505618,0.159090909090909,0.119047619047619,0.333333333333333,0.277777777777778,0.418604651162791,0.391304347826087,0.55,0.571428571428571,0.434782608695652,0.392857142857143,0.464285714285714,0.384615384615385,0.636363636363636,0.272727272727273,0.375,0.233333333333333,0.294117647058824,0.5,0.230769230769231,0.416666666666667,0.411764705882353,0.314285714285714,0.304347826086957,0.333333333333333,0.297872340425532
"Great Egret",0,0.0344827586206897,0.0434782608695652,0.0588235294117647,0,0,0.032258064516129,0.0294117647058824,0.0384615384615385,0.0487804878048781,0.0666666666666667,0.152542372881356,0.222222222222222,0.210526315789474,0.235294117647059,0.236363636363636,0.1875,0.16,0.25,0.0887096774193548,0.137254901960784,0.243243243243243,0.0898876404494382,0.136363636363636,0.0952380952380952,0.138888888888889,0.305555555555556,0.325581395348837,0.304347826086957,0.5,0.5,0.347826086956522,0.25,0.464285714285714,0.346153846153846,0.545454545454545,0.363636363636364,0.25,0.133333333333333,0.147058823529412,0,0.0769230769230769,0.0833333333333333,0.0588235294117647,0.0285714285714286,0.0869565217391304,0,0
"Snowy Egret",0,0,0,0,0,0,0,0,0,0,0.0333333333333333,0.0338983050847458,0.0444444444444444,0.105263157894737,0.117647058823529,0.163636363636364,0.0625,0.04,0.0769230769230769,0.0241935483870968,0.0392156862745098,0.0540540540540541,0.0112359550561798,0.113636363636364,0.0476190476190476,0.0277777777777778,0.138888888888889,0.232558139534884,0.130434782608696,0.25,0.285714285714286,0.217391304347826,0.25,0.321428571428571,0.153846153846154,0.181818181818182,0.181818181818182,0.25,0,0.0294117647058824,0,0,0,0,0,0,0,0
"Little Blue Heron",0,0,0,0,0,0,0,0,0,0,0,0.0169491525423729,0.0222222222222222,0.0526315789473684,0.0294117647058824,0.0909090909090909,0.03125,0.02,0.0576923076923077,0.0161290322580645,0.0196078431372549,0.0810810810810811,0.0112359550561798,0.0681818181818182,0.0714285714285714,0.0833333333333333,0.138888888888889,0.162790697674419,0.130434782608696,0.25,0.285714285714286,0.217391304347826,0.142857142857143,0.178571428571429,0.0769230769230769,0.181818181818182,0.0909090909090909,0.125,0,0.0294117647058824,0,0,0,0,0,0,0,0
"Tricolored Heron",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0181818181818182,0,0.02,0.0015,0,0,0,0,0,0,0.0277777777777778,0.0277777777777778,0.0232558139534884,0.0434782608695652,0.05,0,0.130434782608696,0.0357142857142857,0.0714285714285714,0,0.0909090909090909,0,0.0015,0,0.0015,0,0,0,0,0,0,0,0
